year,month,year_month,region,product_line,revenue,expenses,net_profit,profit_margin_pct,active_customers,revenue_per_customer
2020,1,2020-01,Central,Digital Banking,1323235.0,847441.0,475794.0,35.96,14,94516.79
2020,1,2020-01,Central,Forex & Treasury,3052934.0,1707654.0,1345280.0,44.07,14,218066.71
2020,2,2020-02,North,Retail Banking,5523830.0,3174328.0,2349502.0,42.53,9,613758.89
2020,2,2020-02,North,Corporate Banking,6754200.0,4160062.0,2594138.0,38.41,9,750466.67
2020,2,2020-02,North,Insurance,2722135.0,1716838.0,1005297.0,36.93,9,302459.44
2020,2,2020-02,North,Wealth Management,2163456.0,1125706.0,1037750.0,47.97,9,240384.0
2020,2,2020-02,North,Digital Banking,1640705.0,1089807.0,550898.0,33.58,9,182300.56
2020,2,2020-02,North,Forex & Treasury,3780462.0,2215752.0,1564710.0,41.39,9,420051.33
2020,2,2020-02,South,Retail Banking,5912268.0,3739675.0,2172593.0,36.75,9,656918.67
2020,2,2020-02,South,Corporate Banking,7908658.0,4793446.0,3115212.0,39.39,9,878739.78
2020,2,2020-02,South,Insurance,3591683.0,2240691.0,1350992.0,37.61,9,399075.89
2020,2,2020-02,South,Wealth Management,2048821.0,1075532.0,973289.0,47.5,9,227646.78
2020,2,2020-02,South,Digital Banking,1943460.0,1219440.0,724020.0,37.25,9,215940.0
2020,2,2020-02,South,Forex & Treasury,4123703.0,2377229.0,1746474.0,42.35,9,458189.22
2020,2,2020-02,East,Retail Banking,4112133.0,2682734.0,1429399.0,34.76,9,456903.67
2020,2,2020-02,East,Corporate Banking,5090355.0,2791295.0,2299060.0,45.17,9,565595.0
2020,2,2020-02,East,Insurance,2533062.0,1599692.0,933370.0,36.85,9,281451.33
2020,2,2020-02,East,Wealth Management,1424468.0,846178.0,578290.0,40.6,9,158274.22
2020,2,2020-02,East,Digital Banking,1408492.0,832605.0,575887.0,40.89,9,156499.11
2020,2,2020-02,East,Forex & Treasury,2617528.0,1369399.0,1248129.0,47.68,9,290836.44
2020,2,2020-02,West,Retail Banking,5542713.0,3699339.0,1843374.0,33.26,9,615857.0
2020,2,2020-02,West,Corporate Banking,7784969.0,4160246.0,3624723.0,46.56,9,864996.56
2020,2,2020-02,West,Insurance,3739104.0,2125713.0,1613391.0,43.15,9,415456.0
2020,2,2020-02,West,Wealth Management,2599117.0,1448959.0,1150158.0,44.25,9,288790.78
2020,2,2020-02,West,Digital Banking,1947102.0,1125580.0,821522.0,42.19,9,216344.67
2020,2,2020-02,West,Forex & Treasury,4064267.0,2701604.0,1362663.0,33.53,9,451585.22
2020,2,2020-02,Central,Retail Banking,4487349.0,2483540.0,2003809.0,44.65,14,320524.93
2020,2,2020-02,Central,Corporate Banking,5460388.0,3556786.0,1903602.0,34.86,14,390027.71
2020,2,2020-02,Central,Insurance,2593661.0,1709707.0,883954.0,34.08,14,185261.5
2020,2,2020-02,Central,Wealth Management,1834935.0,1099203.0,735732.0,40.1,14,131066.79
2020,2,2020-02,Central,Digital Banking,1442711.0,902523.0,540188.0,37.44,14,103050.79
2020,2,2020-02,Central,Forex & Treasury,3184438.0,2003589.0,1180849.0,37.08,14,227459.86
2020,3,2020-03,North,Retail Banking,5781495.0,3066839.0,2714656.0,46.95,9,642388.33
2020,3,2020-03,North,Corporate Banking,7143241.0,3788831.0,3354410.0,46.96,9,793693.44
2020,3,2020-03,North,Insurance,3337662.0,2039927.0,1297735.0,38.88,9,370851.33
2020,3,2020-03,North,Wealth Management,2246579.0,1356244.0,890335.0,39.63,9,249619.89
2020,3,2020-03,North,Digital Banking,2026038.0,1115732.0,910306.0,44.93,9,225115.33
2020,3,2020-03,North,Forex & Treasury,4352813.0,2954307.0,1398506.0,32.13,9,483645.89
2020,3,2020-03,South,Retail Banking,6497626.0,3932822.0,2564804.0,39.47,9,721958.44
2020,3,2020-03,South,Corporate Banking,8048638.0,4906599.0,3142039.0,39.04,9,894293.11
2020,3,2020-03,South,Insurance,3821273.0,2560492.0,1260781.0,32.99,9,424585.89
2020,3,2020-03,South,Wealth Management,2710707.0,1818591.0,892116.0,32.91,9,301189.67
2020,3,2020-03,South,Digital Banking,1847365.0,1238107.0,609258.0,32.98,9,205262.78
2020,3,2020-03,South,Forex & Treasury,4480278.0,3043081.0,1437197.0,32.08,9,497808.67
2020,3,2020-03,East,Retail Banking,4160199.0,2616049.0,1544150.0,37.12,9,462244.33
2020,3,2020-03,East,Corporate Banking,6011900.0,3473889.0,2538011.0,42.22,9,667988.89
2020,3,2020-03,East,Insurance,2907146.0,1922811.0,984335.0,33.86,9,323016.22
2020,3,2020-03,East,Wealth Management,1734470.0,979055.0,755415.0,43.55,9,192718.89
2020,3,2020-03,East,Digital Banking,1438120.0,851105.0,587015.0,40.82,9,159791.11
2020,3,2020-03,East,Forex & Treasury,2842654.0,1566693.0,1275961.0,44.89,9,315850.44
2020,3,2020-03,West,Retail Banking,6052289.0,3700921.0,2351368.0,38.85,9,672476.56
2020,3,2020-03,West,Corporate Banking,8213161.0,5239923.0,2973238.0,36.2,9,912573.44
2020,3,2020-03,West,Insurance,4666314.0,2742912.0,1923402.0,41.22,9,518479.33
2020,3,2020-03,West,Wealth Management,2550387.0,1428210.0,1122177.0,44.0,9,283376.33
2020,3,2020-03,West,Digital Banking,2061924.0,1174738.0,887186.0,43.03,9,229102.67
2020,3,2020-03,West,Forex & Treasury,5082683.0,2721656.0,2361027.0,46.45,9,564742.56
2020,3,2020-03,Central,Retail Banking,4892612.0,3176721.0,1715891.0,35.07,14,349472.29
2020,3,2020-03,Central,Corporate Banking,6923922.0,4294269.0,2629653.0,37.98,14,494565.86
2020,3,2020-03,Central,Insurance,2937352.0,1645110.0,1292242.0,43.99,14,209810.86
2020,3,2020-03,Central,Wealth Management,1880384.0,1049513.0,830871.0,44.19,14,134313.14
2020,3,2020-03,Central,Digital Banking,1576137.0,833318.0,742819.0,47.13,14,112581.21
2020,3,2020-03,Central,Forex & Treasury,3461261.0,2239636.0,1221625.0,35.29,14,247232.93
2020,4,2020-04,North,Retail Banking,5476935.0,3527803.0,1949132.0,35.59,9,608548.33
2020,4,2020-04,North,Corporate Banking,7015707.0,4505878.0,2509829.0,35.77,9,779523.0
2020,4,2020-04,North,Insurance,3172658.0,1943664.0,1228994.0,38.74,9,352517.56
2020,4,2020-04,North,Wealth Management,1882104.0,996969.0,885135.0,47.03,9,209122.67
2020,4,2020-04,North,Digital Banking,1465204.0,835349.0,629855.0,42.99,9,162800.44
2020,4,2020-04,North,Forex & Treasury,3932909.0,2086033.0,1846876.0,46.96,9,436989.89
2020,4,2020-04,South,Retail Banking,4917286.0,3280118.0,1637168.0,33.29,9,546365.11
2020,4,2020-04,South,Corporate Banking,7336290.0,4168739.0,3167551.0,43.18,9,815143.33
2020,4,2020-04,South,Insurance,3461756.0,1836553.0,1625203.0,46.95,9,384639.56
2020,4,2020-04,South,Wealth Management,2377163.0,1448836.0,928327.0,39.05,9,264129.22
2020,4,2020-04,South,Digital Banking,1711404.0,994382.0,717022.0,41.9,9,190156.0
2020,4,2020-04,South,Forex & Treasury,3575877.0,2289685.0,1286192.0,35.97,9,397319.67
2020,4,2020-04,East,Retail Banking,3579997.0,2205035.0,1374962.0,38.41,9,397777.44
2020,4,2020-04,East,Corporate Banking,5472019.0,2854736.0,2617283.0,47.83,9,608002.11
2020,4,2020-04,East,Insurance,2313695.0,1497484.0,816211.0,35.28,9,257077.22
2020,4,2020-04,East,Wealth Management,1762264.0,1090977.0,671287.0,38.09,9,195807.11
2020,4,2020-04,East,Digital Banking,1225923.0,821385.0,404538.0,33.0,9,136213.67
2020,4,2020-04,East,Forex & Treasury,2995468.0,1775271.0,1220197.0,40.73,9,332829.78
2020,4,2020-04,West,Retail Banking,5608784.0,3089301.0,2519483.0,44.92,9,623198.22
2020,4,2020-04,West,Corporate Banking,7291443.0,4485900.0,2805543.0,38.48,9,810160.33
2020,4,2020-04,West,Insurance,3262207.0,2108386.0,1153821.0,35.37,9,362467.44
2020,4,2020-04,West,Wealth Management,2288375.0,1399831.0,888544.0,38.83,9,254263.89
2020,4,2020-04,West,Digital Banking,2014286.0,1130026.0,884260.0,43.9,9,223809.56
2020,4,2020-04,West,Forex & Treasury,4208669.0,2676460.0,1532209.0,36.41,9,467629.89
2020,4,2020-04,Central,Retail Banking,4218185.0,2357562.0,1860623.0,44.11,14,301298.93
2020,4,2020-04,Central,Corporate Banking,6309875.0,3342206.0,2967669.0,47.03,14,450705.36
2020,4,2020-04,Central,Insurance,2539768.0,1497792.0,1041976.0,41.03,14,181412.0
2020,4,2020-04,Central,Wealth Management,2004160.0,1284065.0,720095.0,35.93,14,143154.29
2020,4,2020-04,Central,Digital Banking,1360426.0,900106.0,460320.0,33.84,14,97173.29
2020,4,2020-04,Central,Forex & Treasury,3342283.0,1816816.0,1525467.0,45.64,14,238734.5
2020,5,2020-05,North,Retail Banking,4722705.0,2714913.0,2007792.0,42.51,9,524745.0
2020,5,2020-05,North,Corporate Banking,6605301.0,3443298.0,3162003.0,47.87,9,733922.33
2020,5,2020-05,North,Insurance,3143896.0,1976027.0,1167869.0,37.15,9,349321.78
2020,5,2020-05,North,Wealth Management,1867951.0,1122895.0,745056.0,39.89,9,207550.11
2020,5,2020-05,North,Digital Banking,1782729.0,1171952.0,610777.0,34.26,9,198081.0
2020,5,2020-05,North,Forex & Treasury,3562100.0,1963662.0,1598438.0,44.87,9,395788.89
2020,5,2020-05,South,Retail Banking,5011682.0,3334573.0,1677109.0,33.46,9,556853.56
2020,5,2020-05,South,Corporate Banking,7949367.0,4568090.0,3381277.0,42.54,9,883263.0
2020,5,2020-05,South,Insurance,3495362.0,2206150.0,1289212.0,36.88,9,388373.56
2020,5,2020-05,South,Wealth Management,2543708.0,1566827.0,976881.0,38.4,9,282634.22
2020,5,2020-05,South,Digital Banking,1727055.0,1057900.0,669155.0,38.75,9,191895.0
2020,5,2020-05,South,Forex & Treasury,4400097.0,2721797.0,1678300.0,38.14,9,488899.67
2020,5,2020-05,East,Retail Banking,3750362.0,2047566.0,1702796.0,45.4,9,416706.89
2020,5,2020-05,East,Corporate Banking,5212201.0,3368492.0,1843709.0,35.37,9,579133.44
2020,5,2020-05,East,Insurance,2118500.0,1175990.0,942510.0,44.49,9,235388.89
2020,5,2020-05,East,Wealth Management,1422633.0,790534.0,632099.0,44.43,9,158070.33
2020,5,2020-05,East,Digital Banking,1192464.0,739122.0,453342.0,38.02,9,132496.0
2020,5,2020-05,East,Forex & Treasury,2629308.0,1676273.0,953035.0,36.25,9,292145.33
2020,5,2020-05,West,Retail Banking,6485434.0,3716429.0,2769005.0,42.7,9,720603.78
2020,5,2020-05,West,Corporate Banking,8524413.0,4712727.0,3811686.0,44.71,9,947157.0
2020,5,2020-05,West,Insurance,3364156.0,2282178.0,1081978.0,32.16,9,373795.11
2020,5,2020-05,West,Wealth Management,2388678.0,1270292.0,1118386.0,46.82,9,265408.67
2020,5,2020-05,West,Digital Banking,1730048.0,931510.0,798538.0,46.16,9,192227.56
2020,5,2020-05,West,Forex & Treasury,4074377.0,2245408.0,1828969.0,44.89,9,452708.56
2020,5,2020-05,Central,Retail Banking,4362914.0,2803108.0,1559806.0,35.75,14,311636.71
2020,5,2020-05,Central,Corporate Banking,5245264.0,2752451.0,2492813.0,47.53,14,374661.71
2020,5,2020-05,Central,Insurance,2467091.0,1351629.0,1115462.0,45.21,14,176220.79
2020,5,2020-05,Central,Wealth Management,1971948.0,1252214.0,719734.0,36.5,14,140853.43
2020,5,2020-05,Central,Digital Banking,1370218.0,834080.0,536138.0,39.13,14,97872.71
2020,5,2020-05,Central,Forex & Treasury,2893135.0,1514379.0,1378756.0,47.66,14,206652.5
2020,6,2020-06,North,Retail Banking,5357343.0,3566404.0,1790939.0,33.43,9,595260.33
2020,6,2020-06,North,Corporate Banking,6035963.0,3792953.0,2243010.0,37.16,9,670662.56
2020,6,2020-06,North,Insurance,2990500.0,1931822.0,1058678.0,35.4,9,332277.78
2020,6,2020-06,North,Wealth Management,1894862.0,1269137.0,625725.0,33.02,9,210540.22
2020,6,2020-06,North,Digital Banking,1572809.0,878294.0,694515.0,44.16,9,174756.56
2020,6,2020-06,North,Forex & Treasury,3899626.0,2440173.0,1459453.0,37.43,9,433291.78
2020,6,2020-06,South,Retail Banking,5971746.0,4038909.0,1932837.0,32.37,9,663527.33
2020,6,2020-06,South,Corporate Banking,8328684.0,5505812.0,2822872.0,33.89,9,925409.33
2020,6,2020-06,South,Insurance,3665132.0,1944207.0,1720925.0,46.95,9,407236.89
2020,6,2020-06,South,Wealth Management,2085433.0,1392787.0,692646.0,33.21,9,231714.78
2020,6,2020-06,South,Digital Banking,1927396.0,1061357.0,866039.0,44.93,9,214155.11
2020,6,2020-06,South,Forex & Treasury,3844237.0,2229199.0,1615038.0,42.01,9,427137.44
2020,6,2020-06,East,Retail Banking,3916386.0,2648719.0,1267667.0,32.37,9,435154.0
2020,6,2020-06,East,Corporate Banking,4946906.0,2608955.0,2337951.0,47.26,9,549656.22
2020,6,2020-06,East,Insurance,2446275.0,1346078.0,1100197.0,44.97,9,271808.33
2020,6,2020-06,East,Wealth Management,1628748.0,1052715.0,576033.0,35.37,9,180972.0
2020,6,2020-06,East,Digital Banking,1222270.0,645996.0,576274.0,47.15,9,135807.78
2020,6,2020-06,East,Forex & Treasury,3004006.0,1981611.0,1022395.0,34.03,9,333778.44
2020,6,2020-06,West,Retail Banking,6343510.0,4281498.0,2062012.0,32.51,9,704834.44
2020,6,2020-06,West,Corporate Banking,8806358.0,4874126.0,3932232.0,44.65,9,978484.22
2020,6,2020-06,West,Insurance,3274318.0,1949224.0,1325094.0,40.47,9,363813.11
2020,6,2020-06,West,Wealth Management,2566924.0,1361444.0,1205480.0,46.96,9,285213.78
2020,6,2020-06,West,Digital Banking,1954031.0,1250989.0,703042.0,35.98,9,217114.56
2020,6,2020-06,West,Forex & Treasury,4439366.0,2670125.0,1769241.0,39.85,9,493262.89
2020,6,2020-06,Central,Retail Banking,4273551.0,2539698.0,1733853.0,40.57,14,305253.64
2020,6,2020-06,Central,Corporate Banking,5638129.0,3269103.0,2369026.0,42.02,14,402723.5
2020,6,2020-06,Central,Insurance,2784175.0,1766570.0,1017605.0,36.55,14,198869.64
2020,6,2020-06,Central,Wealth Management,1802744.0,1014825.0,787919.0,43.71,14,128767.43
2020,6,2020-06,Central,Digital Banking,1391124.0,928422.0,462702.0,33.26,14,99366.0
2020,6,2020-06,Central,Forex & Treasury,3198189.0,1681789.0,1516400.0,47.41,14,228442.07
2020,7,2020-07,North,Retail Banking,4547545.0,2512428.0,2035117.0,44.75,9,505282.78
2020,7,2020-07,North,Corporate Banking,7303217.0,4260288.0,3042929.0,41.67,9,811468.56
2020,7,2020-07,North,Insurance,2892546.0,1915425.0,977121.0,33.78,9,321394.0
2020,7,2020-07,North,Wealth Management,2093912.0,1402251.0,691661.0,33.03,9,232656.89
2020,7,2020-07,North,Digital Banking,1576144.0,958435.0,617709.0,39.19,9,175127.11
2020,7,2020-07,North,Forex & Treasury,3261757.0,1739966.0,1521791.0,46.66,9,362417.44
2020,7,2020-07,South,Retail Banking,5248158.0,3024262.0,2223896.0,42.37,9,583128.67
2020,7,2020-07,South,Corporate Banking,7476074.0,4444081.0,3031993.0,40.56,9,830674.89
2020,7,2020-07,South,Insurance,3405811.0,2003218.0,1402593.0,41.18,9,378423.44
2020,7,2020-07,South,Wealth Management,2228310.0,1304525.0,923785.0,41.46,9,247590.0
2020,7,2020-07,South,Digital Banking,1902573.0,1085843.0,816730.0,42.93,9,211397.0
2020,7,2020-07,South,Forex & Treasury,3790482.0,2079953.0,1710529.0,45.13,9,421164.67
2020,7,2020-07,East,Retail Banking,3526910.0,2198171.0,1328739.0,37.67,9,391878.89
2020,7,2020-07,East,Corporate Banking,5015404.0,2674148.0,2341256.0,46.68,9,557267.11
2020,7,2020-07,East,Insurance,2537060.0,1527428.0,1009632.0,39.8,9,281895.56
2020,7,2020-07,East,Wealth Management,1645620.0,1062642.0,582978.0,35.43,9,182846.67
2020,7,2020-07,East,Digital Banking,1384458.0,741717.0,642741.0,46.43,9,153828.67
2020,7,2020-07,East,Forex & Treasury,2478685.0,1304098.0,1174587.0,47.39,9,275409.44
2020,7,2020-07,West,Retail Banking,5347792.0,2949112.0,2398680.0,44.85,9,594199.11
2020,7,2020-07,West,Corporate Banking,7613739.0,4327912.0,3285827.0,43.16,9,845971.0
2020,7,2020-07,West,Insurance,3856942.0,2427429.0,1429513.0,37.06,9,428549.11
2020,7,2020-07,West,Wealth Management,2301258.0,1456473.0,844785.0,36.71,9,255695.33
2020,7,2020-07,West,Digital Banking,2150316.0,1461666.0,688650.0,32.03,9,238924.0
2020,7,2020-07,West,Forex & Treasury,4481606.0,2860929.0,1620677.0,36.16,9,497956.22
2020,7,2020-07,Central,Retail Banking,4627633.0,2412688.0,2214945.0,47.86,14,330545.21
2020,7,2020-07,Central,Corporate Banking,5522439.0,3598252.0,1924187.0,34.84,14,394459.93
2020,7,2020-07,Central,Insurance,2798138.0,1635819.0,1162319.0,41.54,14,199867.0
2020,7,2020-07,Central,Wealth Management,1737712.0,1064857.0,672855.0,38.72,14,124122.29
2020,7,2020-07,Central,Digital Banking,1455944.0,867045.0,588899.0,40.45,14,103996.0
2020,7,2020-07,Central,Forex & Treasury,3097348.0,1987834.0,1109514.0,35.82,14,221239.14
2020,8,2020-08,North,Retail Banking,4533346.0,2645665.0,1887681.0,41.64,9,503705.11
2020,8,2020-08,North,Corporate Banking,6373033.0,4077861.0,2295172.0,36.01,9,708114.78
2020,8,2020-08,North,Insurance,3061105.0,1844414.0,1216691.0,39.75,9,340122.78
2020,8,2020-08,North,Wealth Management,2233445.0,1432128.0,801317.0,35.88,9,248160.56
2020,8,2020-08,North,Digital Banking,1738114.0,1032134.0,705980.0,40.62,9,193123.78
2020,8,2020-08,North,Forex & Treasury,3884316.0,2214417.0,1669899.0,42.99,9,431590.67
2020,8,2020-08,South,Retail Banking,4995449.0,3213178.0,1782271.0,35.68,9,555049.89
2020,8,2020-08,South,Corporate Banking,7793444.0,4313933.0,3479511.0,44.65,9,865938.22
2020,8,2020-08,South,Insurance,3319657.0,2022838.0,1296819.0,39.06,9,368850.78
2020,8,2020-08,South,Wealth Management,2211436.0,1354286.0,857150.0,38.76,9,245715.11
2020,8,2020-08,South,Digital Banking,1639445.0,1099964.0,539481.0,32.91,9,182160.56
2020,8,2020-08,South,Forex & Treasury,3494001.0,2269927.0,1224074.0,35.03,9,388222.33
2020,8,2020-08,East,Retail Banking,4131886.0,2373238.0,1758648.0,42.56,9,459098.44
2020,8,2020-08,East,Corporate Banking,5167738.0,3254239.0,1913499.0,37.03,9,574193.11
2020,8,2020-08,East,Insurance,2324804.0,1498529.0,826275.0,35.54,9,258311.56
2020,8,2020-08,East,Wealth Management,1629575.0,932398.0,697177.0,42.78,9,181063.89
2020,8,2020-08,East,Digital Banking,1129111.0,729019.0,400092.0,35.43,9,125456.78
2020,8,2020-08,East,Forex & Treasury,3089187.0,1682342.0,1406845.0,45.54,9,343243.0
2020,8,2020-08,West,Retail Banking,6485503.0,3715156.0,2770347.0,42.72,9,720611.44
2020,8,2020-08,West,Corporate Banking,8311161.0,5123668.0,3187493.0,38.35,9,923462.33
2020,8,2020-08,West,Insurance,3734207.0,2459764.0,1274443.0,34.13,9,414911.89
2020,8,2020-08,West,Wealth Management,2754646.0,1522418.0,1232228.0,44.73,9,306071.78
2020,8,2020-08,West,Digital Banking,1898818.0,1149769.0,749049.0,39.45,9,210979.78
2020,8,2020-08,West,Forex & Treasury,3969114.0,2132931.0,1836183.0,46.26,9,441012.67
2020,8,2020-08,Central,Retail Banking,4346322.0,2574090.0,1772232.0,40.78,14,310451.57
2020,8,2020-08,Central,Corporate Banking,6448010.0,3449161.0,2998849.0,46.51,14,460572.14
2020,8,2020-08,Central,Insurance,2407394.0,1464815.0,942579.0,39.15,14,171956.71
2020,8,2020-08,Central,Wealth Management,1602288.0,1009832.0,592456.0,36.98,14,114449.14
2020,8,2020-08,Central,Digital Banking,1421106.0,781425.0,639681.0,45.01,14,101507.57
2020,8,2020-08,Central,Forex & Treasury,2811085.0,1894894.0,916191.0,32.59,14,200791.79
2020,9,2020-09,North,Retail Banking,5397152.0,3007759.0,2389393.0,44.27,9,599683.56
2020,9,2020-09,North,Corporate Banking,8143362.0,4325727.0,3817635.0,46.88,9,904818.0
2020,9,2020-09,North,Insurance,3165800.0,1908867.0,1256933.0,39.7,9,351755.56
2020,9,2020-09,North,Wealth Management,2214196.0,1455952.0,758244.0,34.24,9,246021.78
2020,9,2020-09,North,Digital Banking,1856906.0,1012247.0,844659.0,45.49,9,206322.89
2020,9,2020-09,North,Forex & Treasury,3784512.0,2292780.0,1491732.0,39.42,9,420501.33
2020,9,2020-09,South,Retail Banking,6177586.0,3280311.0,2897275.0,46.9,9,686398.44
2020,9,2020-09,South,Corporate Banking,9490514.0,6249617.0,3240897.0,34.15,9,1054501.56
2020,9,2020-09,South,Insurance,3520814.0,1946687.0,1574127.0,44.71,9,391201.56
2020,9,2020-09,South,Wealth Management,2579335.0,1634131.0,945204.0,36.65,9,286592.78
2020,9,2020-09,South,Digital Banking,2057471.0,1268623.0,788848.0,38.34,9,228607.89
2020,9,2020-09,South,Forex & Treasury,5033978.0,3090856.0,1943122.0,38.6,9,559330.89
2020,9,2020-09,East,Retail Banking,4401363.0,2770983.0,1630380.0,37.04,9,489040.33
2020,9,2020-09,East,Corporate Banking,5733874.0,2988443.0,2745431.0,47.88,9,637097.11
2020,9,2020-09,East,Insurance,2502292.0,1326803.0,1175489.0,46.98,9,278032.44
2020,9,2020-09,East,Wealth Management,1812336.0,1176588.0,635748.0,35.08,9,201370.67
2020,9,2020-09,East,Digital Banking,1475349.0,982064.0,493285.0,33.44,9,163927.67
2020,9,2020-09,East,Forex & Treasury,3519350.0,2089201.0,1430149.0,40.64,9,391038.89
2020,9,2020-09,West,Retail Banking,6850424.0,4370341.0,2480083.0,36.2,9,761158.22
2020,9,2020-09,West,Corporate Banking,8797197.0,5814587.0,2982610.0,33.9,9,977466.33
2020,9,2020-09,West,Insurance,4142104.0,2618020.0,1524084.0,36.79,9,460233.78
2020,9,2020-09,West,Wealth Management,2984785.0,1694139.0,1290646.0,43.24,9,331642.78
2020,9,2020-09,West,Digital Banking,2303331.0,1496238.0,807093.0,35.04,9,255925.67
2020,9,2020-09,West,Forex & Treasury,4548837.0,2546719.0,2002118.0,44.01,9,505426.33
2020,9,2020-09,Central,Retail Banking,5388168.0,3433982.0,1954186.0,36.27,14,384869.14
2020,9,2020-09,Central,Corporate Banking,6704944.0,4463704.0,2241240.0,33.43,14,478924.57
2020,9,2020-09,Central,Insurance,2826597.0,1726990.0,1099607.0,38.9,14,201899.79
2020,9,2020-09,Central,Wealth Management,2022719.0,1357871.0,664848.0,32.87,14,144479.93
2020,9,2020-09,Central,Digital Banking,1536372.0,1012909.0,523463.0,34.07,14,109740.86
2020,9,2020-09,Central,Forex & Treasury,3409508.0,2115577.0,1293931.0,37.95,14,243536.29
2020,10,2020-10,North,Retail Banking,4702765.0,3134898.0,1567867.0,33.34,9,522529.44
2020,10,2020-10,North,Corporate Banking,7144158.0,4540723.0,2603435.0,36.44,9,793795.33
2020,10,2020-10,North,Insurance,2870995.0,1719605.0,1151390.0,40.1,9,318999.44
2020,10,2020-10,North,Wealth Management,2336983.0,1421942.0,915041.0,39.15,9,259664.78
2020,10,2020-10,North,Digital Banking,1846145.0,982602.0,863543.0,46.78,9,205127.22
2020,10,2020-10,North,Forex & Treasury,3286072.0,2111782.0,1174290.0,35.74,9,365119.11
2020,10,2020-10,South,Retail Banking,5174513.0,3064087.0,2110426.0,40.79,9,574945.89
2020,10,2020-10,South,Corporate Banking,6998540.0,4205915.0,2792625.0,39.9,9,777615.56
2020,10,2020-10,South,Insurance,3329492.0,1770328.0,1559164.0,46.83,9,369943.56
2020,10,2020-10,South,Wealth Management,2386423.0,1527210.0,859213.0,36.0,9,265158.11
2020,10,2020-10,South,Digital Banking,1748659.0,1118011.0,630648.0,36.06,9,194295.44
2020,10,2020-10,South,Forex & Treasury,4298127.0,2507819.0,1790308.0,41.65,9,477569.67
2020,10,2020-10,East,Retail Banking,3375857.0,1817390.0,1558467.0,46.17,9,375095.22
2020,10,2020-10,East,Corporate Banking,5797595.0,3318182.0,2479413.0,42.77,9,644177.22
2020,10,2020-10,East,Insurance,2522044.0,1507076.0,1014968.0,40.24,9,280227.11
2020,10,2020-10,East,Wealth Management,1447649.0,879807.0,567842.0,39.23,9,160849.89
2020,10,2020-10,East,Digital Banking,1196142.0,803811.0,392331.0,32.8,9,132904.67
2020,10,2020-10,East,Forex & Treasury,2562820.0,1669083.0,893737.0,34.87,9,284757.78
2020,10,2020-10,West,Retail Banking,6329554.0,3464129.0,2865425.0,45.27,9,703283.78
2020,10,2020-10,West,Corporate Banking,7127747.0,3821060.0,3306687.0,46.39,9,791971.89
